[Summary]
Novonix HPC data file
Novonix
Channel: 09
Cell: 2023-12-12_fullcell_aqds_vanadium_insituUVvis.csv
Serial Number: 
Description: Enter description here...
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
Mass (g): 1.000
Capacity (Ah): 1.000
Area (cm2): 1.000
DC Offset Voltage (V): 0.00000
Started: 12/12/2023 10:58:00 AM
Version: 2.2.0.2
[End Summary]
[Protocol]
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
[0: Open_circuit_storage:]
   [End step when step time > 30 seconds]
   [Save data when Δt > 2 seconds]
   [StepLimits -999 999999 0 50 0 100 0 100 -150 500 -150 500 -0.624045864045863 1.47535724815725 -0.624045864045863 1.47535724815725 -999 2 0 2]
[5: Repeat: 8000 time(s) Node count: 3]
   [3: CC-CV_charge: 50 mA to 1.3 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.562948402948403 1.41975823095823 -0.562948402948403 1.41975823095823 0 1.76216216216216 0 1.74234234234234]
   [4: CC-CV_discharge: 50 mA to 0.4 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.555806715806716 1.41042686322686 -0.555806715806716 1.41042686322686 0 1.72252252252252 0 1.72252252252252]
   [6: Increment_cycle_counter:]
[End Protocol]
[Data]
Date and Time,Cycle Number,Step Type,Run Time (h),Step Time (h),Current (A),Potential (V),Capacity (Ah),Temperature (°C),Circuit Temperature (°C),Energy (Wh),dVdt (I/h),dIdt (V/h),Step Number,Step position
12/12/2023 11:26:36 AM,1,8,0.4768306,0.4682528,0.0080716739,1.29978319,0.0218060601,-9999.00000000,21.494,0.0186994007,0.0000000,0.0000000,2,0
12/12/2023 11:26:39 AM,1,8,0.4774083,0.4688306,0.0080322296,1.29978159,0.0218107133,-9999.00000000,21.481,0.0187054489,0.0000000,0.0000000,2,0
12/12/2023 11:26:41 AM,1,8,0.4779861,0.4694083,0.0079683351,1.29978441,0.0218153370,-9999.00000000,21.497,0.0187114586,0.0000000,0.0000000,2,0
12/12/2023 11:26:43 AM,1,8,0.4785639,0.4699861,0.0079111035,1.29978327,0.0218199224,-9999.00000000,21.483,0.0187174187,0.0000000,0.0000000,2,0
12/12/2023 11:26:45 AM,1,8,0.4791417,0.4705639,0.0078630751,1.29978495,0.0218244760,-9999.00000000,21.485,0.0187233373,0.0000000,0.0000000,2,0
12/12/2023 11:26:47 AM,1,8,0.4797194,0.4711417,0.0078270828,1.29978464,0.0218290016,-9999.00000000,21.487,0.0187292197,0.0000000,0.0000000,2,0
12/12/2023 11:26:49 AM,1,8,0.4802972,0.4717194,0.0077237592,1.29978754,0.0218334936,-9999.00000000,21.500,0.0187350583,0.0000000,0.0000000,2,0
12/12/2023 11:26:51 AM,1,8,0.4808750,0.4722972,0.0076844156,1.29978510,0.0218379523,-9999.00000000,21.505,0.0187408536,0.0000000,0.0000000,2,0
12/12/2023 11:26:53 AM,1,8,0.4814528,0.4728750,0.0076581540,1.29978266,0.0218423849,-9999.00000000,21.489,0.0187466151,0.0000000,0.0000000,2,0
12/12/2023 11:26:55 AM,1,8,0.4820306,0.4734528,0.0076049202,1.29978625,0.0218467874,-9999.00000000,21.506,0.0187523374,0.0000000,0.0000000,2,0
12/12/2023 11:26:57 AM,1,8,0.4826083,0.4740306,0.0075208263,1.29978105,0.0218511566,-9999.00000000,21.487,0.0187580164,0.0000000,0.0000000,2,0
12/12/2023 11:26:59 AM,1,8,0.4831861,0.4746083,0.0074655769,1.29978220,0.0218554961,-9999.00000000,21.498,0.0187636569,0.0000000,0.0000000,2,0
12/12/2023 11:27:01 AM,1,8,0.4837639,0.4751861,0.0074659733,1.29978617,0.0218598114,-9999.00000000,21.501,0.0187692658,0.0000000,0.0000000,2,0
12/12/2023 11:27:03 AM,1,8,0.4843417,0.4757639,0.0074122608,1.29978289,0.0218640982,-9999.00000000,21.501,0.0187748377,0.0000000,0.0000000,2,0
12/12/2023 11:27:06 AM,1,8,0.4849194,0.4763417,0.0073230103,1.29978197,0.0218683536,-9999.00000000,21.495,0.0187803688,0.0000000,0.0000000,2,0
12/12/2023 11:27:08 AM,1,8,0.4854972,0.4769194,0.0072902900,1.29978075,0.0218725806,-9999.00000000,21.494,0.0187858630,0.0000000,0.0000000,2,0
12/12/2023 11:27:10 AM,1,8,0.4860750,0.4774972,0.0072579021,1.29978411,0.0218767844,-9999.00000000,21.497,0.0187913270,0.0000000,0.0000000,2,0
12/12/2023 11:27:12 AM,1,8,0.4866528,0.4780750,0.0072293839,1.29978365,0.0218809659,-9999.00000000,21.500,0.0187967620,0.0000000,0.0000000,2,0
12/12/2023 11:27:14 AM,1,8,0.4872306,0.4786528,0.0071605920,1.29978571,0.0218851156,-9999.00000000,21.506,0.0188021557,0.0000000,0.0000000,2,0
12/12/2023 11:27:16 AM,1,8,0.4878083,0.4792306,0.0071014088,1.29978502,0.0218892419,-9999.00000000,21.499,0.0188075191,0.0000000,0.0000000,2,0
12/12/2023 11:27:18 AM,1,8,0.4883861,0.4798083,0.0070701644,1.29978464,0.0218933427,-9999.00000000,21.492,0.0188128493,0.0000000,0.0000000,2,0
12/12/2023 11:27:20 AM,1,8,0.4889639,0.4803861,0.0070407710,1.29978586,0.0218974156,-9999.00000000,21.493,0.0188181431,0.0000000,0.0000000,2,0
12/12/2023 11:27:22 AM,1,8,0.4895417,0.4809639,0.0070093345,1.29978556,0.0219014662,-9999.00000000,21.491,0.0188234081,0.0000000,0.0000000,2,0
12/12/2023 11:27:24 AM,1,8,0.4901194,0.4815417,0.0069303667,1.29978403,0.0219054910,-9999.00000000,21.499,0.0188286394,0.0000000,0.0000000,2,0
12/12/2023 11:27:27 AM,1,8,0.4906972,0.4821194,0.0068982502,1.29978602,0.0219094884,-9999.00000000,21.487,0.0188338352,0.0000000,0.0000000,2,0
12/12/2023 11:27:28 AM,1,8,0.4912750,0.4826972,0.0068666825,1.29978418,0.0219134694,-9999.00000000,21.488,0.0188390097,0.0000000,0.0000000,2,0
12/12/2023 11:27:30 AM,1,8,0.4918528,0.4832750,0.0068324162,1.29978678,0.0219174234,-9999.00000000,21.487,0.0188441490,0.0000000,0.0000000,2,0
12/12/2023 11:27:33 AM,1,8,0.4924306,0.4838528,0.0067991805,1.29978464,0.0219213508,-9999.00000000,21.502,0.0188492538,0.0000000,0.0000000,2,0
12/12/2023 11:27:35 AM,1,8,0.4930083,0.4844306,0.0067253814,1.29978632,0.0219252588,-9999.00000000,21.491,0.0188543333,0.0000000,0.0000000,2,0
12/12/2023 11:27:37 AM,1,8,0.4935861,0.4850083,0.0067064415,1.29978556,0.0219291443,-9999.00000000,21.494,0.0188593836,0.0000000,0.0000000,2,0
12/12/2023 11:27:39 AM,1,8,0.4941639,0.4855861,0.0066701442,1.29978594,0.0219330048,-9999.00000000,21.478,0.0188644014,0.0000000,0.0000000,2,0
12/12/2023 11:27:41 AM,1,8,0.4947417,0.4861639,0.0066453006,1.29978350,0.0219368491,-9999.00000000,21.493,0.0188693982,0.0000000,0.0000000,2,0
12/12/2023 11:27:43 AM,1,8,0.4953194,0.4867417,0.0065916063,1.29978273,0.0219406719,-9999.00000000,21.492,0.0188743671,0.0000000,0.0000000,2,0
12/12/2023 11:27:45 AM,1,8,0.4958972,0.4873194,0.0065552907,1.29978907,0.0219444713,-9999.00000000,21.493,0.0188793054,0.0000000,0.0000000,2,0
12/12/2023 11:27:47 AM,1,8,0.4964750,0.4878972,0.0065165936,1.29978426,0.0219482519,-9999.00000000,21.494,0.0188842194,0.0000000,0.0000000,2,0
12/12/2023 11:27:49 AM,1,8,0.4970528,0.4884750,0.0064896855,1.29978182,0.0219520082,-9999.00000000,21.489,0.0188891017,0.0000000,0.0000000,2,0
12/12/2023 11:27:51 AM,1,8,0.4976306,0.4890528,0.0064765760,1.29978243,0.0219557472,-9999.00000000,21.483,0.0188939617,0.0000000,0.0000000,2,0
12/12/2023 11:27:54 AM,1,8,0.4982083,0.4896306,0.0064048414,1.29978289,0.0219594653,-9999.00000000,21.491,0.0188987945,0.0000000,0.0000000,2,0
12/12/2023 11:27:55 AM,1,8,0.4987861,0.4902083,0.0063710568,1.29978693,0.0219631616,-9999.00000000,21.494,0.0189035989,0.0000000,0.0000000,2,0
12/12/2023 11:27:58 AM,1,8,0.4993639,0.4907861,0.0063440359,1.29978678,0.0219668384,-9999.00000000,21.486,0.0189083779,0.0000000,0.0000000,2,0
12/12/2023 11:28:00 AM,1,8,0.4999417,0.4913639,0.0063325029,1.29978052,0.0219704993,-9999.00000000,21.485,0.0189131363,0.0000000,0.0000000,2,0
12/12/2023 11:28:02 AM,1,8,0.5005194,0.4919417,0.0062682943,1.29978067,0.0219741383,-9999.00000000,21.487,0.0189178662,0.0000000,0.0000000,2,0
12/12/2023 11:28:04 AM,1,8,0.5010972,0.4925194,0.0062386722,1.29978243,0.0219777571,-9999.00000000,21.503,0.0189225698,0.0000000,0.0000000,2,0
12/12/2023 11:28:06 AM,1,8,0.5016750,0.4930972,0.0062257152,1.29978235,0.0219813604,-9999.00000000,21.489,0.0189272533,0.0000000,0.0000000,2,0
12/12/2023 11:28:08 AM,1,8,0.5022528,0.4936750,0.0061909152,1.29978640,0.0219849458,-9999.00000000,21.490,0.0189319135,0.0000000,0.0000000,2,0
12/12/2023 11:28:10 AM,1,8,0.5028306,0.4942528,0.0061564628,1.29978319,0.0219885107,-9999.00000000,21.491,0.0189365472,0.0000000,0.0000000,2,0
12/12/2023 11:28:12 AM,1,8,0.5034083,0.4948306,0.0061190830,1.29978678,0.0219920608,-9999.00000000,21.486,0.0189411616,0.0000000,0.0000000,2,0
12/12/2023 11:28:14 AM,1,8,0.5039861,0.4954083,0.0060931903,1.29978418,0.0219955914,-9999.00000000,21.482,0.0189457505,0.0000000,0.0000000,2,0
12/12/2023 11:28:16 AM,1,8,0.5045639,0.4959861,0.0060656174,1.29978518,0.0219991040,-9999.00000000,21.493,0.0189503162,0.0000000,0.0000000,2,0
12/12/2023 11:28:18 AM,1,8,0.5051417,0.4965639,0.0060446953,1.29978281,0.0220026000,-9999.00000000,21.486,0.0189548603,0.0000000,0.0000000,2,0
12/12/2023 11:28:21 AM,1,8,0.5057194,0.4971417,0.0060046747,1.29978235,0.0220060804,-9999.00000000,21.501,0.0189593840,0.0000000,0.0000000,2,0
12/12/2023 11:28:22 AM,1,8,0.5062972,0.4977194,0.0059729088,1.29978525,0.0220095412,-9999.00000000,21.493,0.0189638823,0.0000000,0.0000000,2,0
12/12/2023 11:28:25 AM,1,8,0.5068750,0.4982972,0.0059504010,1.29978388,0.0220129856,-9999.00000000,21.495,0.0189683593,0.0000000,0.0000000,2,0
12/12/2023 11:28:27 AM,1,8,0.5074528,0.4988750,0.0059241120,1.29978777,0.0220164157,-9999.00000000,21.505,0.0189728176,0.0000000,0.0000000,2,0
12/12/2023 11:28:29 AM,1,8,0.5080306,0.4994528,0.0058897633,1.29978556,0.0220198259,-9999.00000000,21.493,0.0189772502,0.0000000,0.0000000,2,0
12/12/2023 11:28:31 AM,1,8,0.5086083,0.5000306,0.0058574577,1.29978663,0.0220232195,-9999.00000000,21.505,0.0189816611,0.0000000,0.0000000,2,0
12/12/2023 11:28:33 AM,1,8,0.5091861,0.5006083,0.0058305831,1.29978426,0.0220266009,-9999.00000000,21.488,0.0189860562,0.0000000,0.0000000,2,0
12/12/2023 11:28:35 AM,1,8,0.5097639,0.5011861,0.0058165923,1.29978609,0.0220299634,-9999.00000000,21.501,0.0189904267,0.0000000,0.0000000,2,0
12/12/2023 11:28:37 AM,1,8,0.5103417,0.5017639,0.0057932459,1.29978403,0.0220333124,-9999.00000000,21.488,0.0189947797,0.0000000,0.0000000,2,0
12/12/2023 11:28:39 AM,1,8,0.5109194,0.5023417,0.0057556679,1.29978594,0.0220366451,-9999.00000000,21.501,0.0189991115,0.0000000,0.0000000,2,0
12/12/2023 11:28:41 AM,1,8,0.5114972,0.5029194,0.0057319281,1.29978243,0.0220399606,-9999.00000000,21.481,0.0190034210,0.0000000,0.0000000,2,0
12/12/2023 11:28:43 AM,1,8,0.5120750,0.5034972,0.0057155070,1.29978556,0.0220432631,-9999.00000000,21.487,0.0190077135,0.0000000,0.0000000,2,0
12/12/2023 11:28:45 AM,1,8,0.5126528,0.5040750,0.0056684849,1.29978487,0.0220465482,-9999.00000000,21.494,0.0190119835,0.0000000,0.0000000,2,0
12/12/2023 11:28:48 AM,1,8,0.5132306,0.5046528,0.0056278696,1.29978457,0.0220498130,-9999.00000000,21.485,0.0190162270,0.0000000,0.0000000,2,0
12/12/2023 11:28:49 AM,1,8,0.5138083,0.5052306,0.0056107959,1.29978678,0.0220530663,-9999.00000000,21.494,0.0190204556,0.0000000,0.0000000,2,0
12/12/2023 11:28:52 AM,1,8,0.5143861,0.5058083,0.0056034590,1.29978617,0.0220563045,-9999.00000000,21.494,0.0190246645,0.0000000,0.0000000,2,0
12/12/2023 11:28:54 AM,1,8,0.5149639,0.5063861,0.0055737820,1.29978403,0.0220595278,-9999.00000000,21.495,0.0190288541,0.0000000,0.0000000,2,0
12/12/2023 11:28:56 AM,1,8,0.5155417,0.5069639,0.0055499751,1.29978632,0.0220627392,-9999.00000000,21.495,0.0190330283,0.0000000,0.0000000,2,0
12/12/2023 11:28:58 AM,1,8,0.5161194,0.5075417,0.0055177762,1.29978250,0.0220659370,-9999.00000000,21.483,0.0190371847,0.0000000,0.0000000,2,0
12/12/2023 11:29:00 AM,1,8,0.5166972,0.5081194,0.0054945549,1.29978434,0.0220691181,-9999.00000000,21.479,0.0190413195,0.0000000,0.0000000,2,0
12/12/2023 11:29:02 AM,1,8,0.5172750,0.5086972,0.0054872424,1.29978342,0.0220722878,-9999.00000000,21.497,0.0190454394,0.0000000,0.0000000,2,0
12/12/2023 11:29:04 AM,1,8,0.5178528,0.5092750,0.0054528906,1.29978357,0.0220754452,-9999.00000000,21.500,0.0190495433,0.0000000,0.0000000,2,0
12/12/2023 11:29:06 AM,1,8,0.5184306,0.5098528,0.0054381985,1.29978357,0.0220785881,-9999.00000000,21.496,0.0190536283,0.0000000,0.0000000,2,0
12/12/2023 11:29:08 AM,1,8,0.5190083,0.5104306,0.0053830740,1.29978663,0.0220817189,-9999.00000000,21.500,0.0190576977,0.0000000,0.0000000,2,0
12/12/2023 11:29:10 AM,1,8,0.5195861,0.5110083,0.0053818482,1.29978480,0.0220848374,-9999.00000000,21.486,0.0190617511,0.0000000,0.0000000,2,0
12/12/2023 11:29:13 AM,1,8,0.5201639,0.5115861,0.0053775942,1.29978357,0.0220879405,-9999.00000000,21.482,0.0190657846,0.0000000,0.0000000,2,0
12/12/2023 11:29:15 AM,1,8,0.5207417,0.5121639,0.0053409523,1.29978357,0.0220910328,-9999.00000000,21.498,0.0190698038,0.0000000,0.0000000,2,0
12/12/2023 11:29:16 AM,1,8,0.5213194,0.5127417,0.0053050820,1.29978709,0.0220941128,-9999.00000000,21.491,0.0190738072,0.0000000,0.0000000,2,0
12/12/2023 11:29:19 AM,1,8,0.5218972,0.5133194,0.0052770913,1.29978304,0.0220971758,-9999.00000000,21.485,0.0190777885,0.0000000,0.0000000,2,0
12/12/2023 11:29:21 AM,1,8,0.5224750,0.5138972,0.0052856205,1.29978609,0.0221002285,-9999.00000000,21.494,0.0190817563,0.0000000,0.0000000,2,0
12/12/2023 11:29:23 AM,1,8,0.5230528,0.5144750,0.0052532570,1.29978678,0.0221032679,-9999.00000000,21.479,0.0190857068,0.0000000,0.0000000,2,0
12/12/2023 11:29:25 AM,1,8,0.5236306,0.5150528,0.0052307462,1.29978510,0.0221062919,-9999.00000000,21.473,0.0190896374,0.0000000,0.0000000,2,0
12/12/2023 11:29:27 AM,1,8,0.5242083,0.5156306,0.0051976355,1.29978731,0.0221093066,-9999.00000000,21.479,0.0190935558,0.0000000,0.0000000,2,0
12/12/2023 11:29:29 AM,1,8,0.5247861,0.5162083,0.0051866362,1.29978525,0.0221123109,-9999.00000000,21.481,0.0190974608,0.0000000,0.0000000,2,0
12/12/2023 11:29:31 AM,1,8,0.5253639,0.5167861,0.0051693948,1.29978411,0.0221152997,-9999.00000000,21.491,0.0191013456,0.0000000,0.0000000,2,0
12/12/2023 11:29:33 AM,1,8,0.5259417,0.5173639,0.0051518118,1.29978296,0.0221182783,-9999.00000000,21.493,0.0191052172,0.0000000,0.0000000,2,0
12/12/2023 11:29:35 AM,1,8,0.5265194,0.5179417,0.0051129377,1.29978724,0.0221212464,-9999.00000000,21.495,0.0191090750,0.0000000,0.0000000,2,0
12/12/2023 11:29:37 AM,1,8,0.5270972,0.5185194,0.0051024386,1.29978800,0.0221242016,-9999.00000000,21.484,0.0191129161,0.0000000,0.0000000,2,0
12/12/2023 11:29:40 AM,1,8,0.5276750,0.5190972,0.0050949095,1.29978770,0.0221271457,-9999.00000000,21.493,0.0191167428,0.0000000,0.0000000,2,0
12/12/2023 11:29:42 AM,1,8,0.5282528,0.5196750,0.0050745028,1.29978434,0.0221300791,-9999.00000000,21.491,0.0191205556,0.0000000,0.0000000,2,0
12/12/2023 11:29:44 AM,1,8,0.5288306,0.5202528,0.0050422307,1.29978426,0.0221329973,-9999.00000000,21.497,0.0191243486,0.0000000,0.0000000,2,0
12/12/2023 11:29:46 AM,1,8,0.5294083,0.5208306,0.0050117609,1.29978632,0.0221359082,-9999.00000000,21.489,0.0191281322,0.0000000,0.0000000,2,0
12/12/2023 11:29:48 AM,1,8,0.5299861,0.5214083,0.0049978464,1.29978533,0.0221388064,-9999.00000000,21.480,0.0191318993,0.0000000,0.0000000,2,3
12/12/2023 11:29:48 AM,1,8,0.5300944,0.5215167,0.0049976573,1.29978686,0.0221393482,-9999.00000000,21.500,0.0191326035,0.0000000,0.0000000,2,2
12/12/2023 11:29:49 AM,1,9,0.5302389,0.0000000,0.0000000000,1.29715948,0.0221393482,-9999.00000000,21.496,0.0191326035,0.0000000,0.0000000,3,1
12/12/2023 11:29:49 AM,1,9,0.5302750,0.0000361,-0.0461276119,1.28994378,0.0221376825,-9999.00000000,21.496,0.0191304548,0.0000000,0.0000000,3,0
12/12/2023 11:29:49 AM,1,9,0.5303111,0.0000722,-0.0499776512,1.28014339,0.0221358777,-9999.00000000,21.496,0.0191281445,0.0000000,0.0000000,3,0
12/12/2023 11:29:49 AM,1,9,0.5303472,0.0001083,-0.0499841009,1.27429136,0.0221340728,-9999.00000000,21.505,0.0191258444,0.0000000,0.0000000,3,0
12/12/2023 11:29:49 AM,1,9,0.5303833,0.0001444,-0.0499855982,1.26953966,0.0221322677,-9999.00000000,21.505,0.0191235528,0.0000000,0.0000000,3,0
12/12/2023 11:29:49 AM,1,9,0.5304194,0.0001806,-0.0499863971,1.26531469,0.0221304627,-9999.00000000,21.505,0.0191212689,0.0000000,0.0000000,3,0
12/12/2023 11:29:50 AM,1,9,0.5304556,0.0002167,-0.0499868667,1.26143322,0.0221286576,-9999.00000000,21.504,0.0191189919,0.0000000,0.0000000,3,0
12/12/2023 11:29:50 AM,1,9,0.5304917,0.0002528,-0.0499876566,1.25776971,0.0221268525,-9999.00000000,21.504,0.0191167215,0.0000000,0.0000000,3,0
12/12/2023 11:29:50 AM,1,9,0.5305278,0.0002889,-0.0499874949,1.25429639,0.0221250474,-9999.00000000,21.504,0.0191144573,0.0000000,0.0000000,3,0
12/12/2023 11:29:50 AM,1,9,0.5305639,0.0003250,-0.0499875529,1.25096211,0.0221232423,-9999.00000000,21.500,0.0191121992,0.0000000,0.0000000,3,0
12/12/2023 11:29:50 AM,1,9,0.5306000,0.0003611,-0.0499878487,1.24770638,0.0221214371,-9999.00000000,21.500,0.0191099469,0.0000000,0.0000000,3,0
12/12/2023 11:29:50 AM,1,9,0.5306361,0.0003972,-0.0499878029,1.24454999,0.0221196320,-9999.00000000,21.500,0.0191077004,0.0000000,0.0000000,3,0
12/12/2023 11:29:50 AM,1,9,0.5306722,0.0004333,-0.0499879371,1.24144535,0.0221178269,-9999.00000000,21.500,0.0191054594,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5307083,0.0004694,-0.0499884281,1.23836057,0.0221160218,-9999.00000000,21.500,0.0191032240,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5307444,0.0005056,-0.0499880225,1.23531832,0.0221142166,-9999.00000000,21.500,0.0191009941,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5307806,0.0005417,-0.0499885592,1.23228179,0.0221124115,-9999.00000000,21.487,0.0190987697,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5308167,0.0005778,-0.0499882024,1.22922847,0.0221106064,-9999.00000000,21.487,0.0190965508,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5308528,0.0006139,-0.0499886934,1.22618690,0.0221088012,-9999.00000000,21.487,0.0190943373,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5308889,0.0006500,-0.0499883244,1.22311197,0.0221069961,-9999.00000000,21.501,0.0190921294,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5309250,0.0006861,-0.0499886385,1.22000696,0.0221051909,-9999.00000000,21.501,0.0190899271,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5309611,0.0007222,-0.0499884006,1.21687774,0.0221033858,-9999.00000000,21.501,0.0190877305,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5309972,0.0007583,-0.0499887422,1.21370119,0.0221015807,-9999.00000000,21.494,0.0190855396,0.0000000,0.0000000,3,0
12/12/2023 11:29:51 AM,1,9,0.5310333,0.0007944,-0.0499883488,1.21047761,0.0220997755,-9999.00000000,21.494,0.0190833545,0.0000000,0.0000000,3,0
12/12/2023 11:29:52 AM,1,9,0.5310694,0.0008306,-0.0499883305,1.20720203,0.0220979704,-9999.00000000,21.494,0.0190811754,0.0000000,0.0000000,3,0
12/12/2023 11:29:52 AM,1,9,0.5311056,0.0008667,-0.0499884250,1.20387126,0.0220961653,-9999.00000000,21.501,0.0190790022,0.0000000,0.0000000,3,0
12/12/2023 11:29:52 AM,1,9,0.5311417,0.0009028,-0.0499883122,1.20048116,0.0220943601,-9999.00000000,21.501,0.0190768352,0.0000000,0.0000000,3,0
12/12/2023 11:29:52 AM,1,9,0.5311778,0.0009389,-0.0499888154,1.19701724,0.0220925550,-9999.00000000,21.501,0.0190746744,0.0000000,0.0000000,3,0
12/12/2023 11:29:52 AM,1,9,0.5312139,0.0009750,-0.0499885440,1.19349391,0.0220907498,-9999.00000000,21.489,0.0190725199,0.0000000,0.0000000,3,0
12/12/2023 11:29:52 AM,1,9,0.5312500,0.0010111,-0.0499884860,1.18990203,0.0220889447,-9999.00000000,21.489,0.0190703720,0.0000000,0.0000000,3,0
12/12/2023 11:29:52 AM,1,9,0.5312861,0.0010472,-0.0499884708,1.18622746,0.0220871395,-9999.00000000,21.489,0.0190682307,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5313222,0.0010833,-0.0499884647,1.18250395,0.0220853344,-9999.00000000,21.492,0.0190660961,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5313583,0.0011194,-0.0499884403,1.17870279,0.0220835293,-9999.00000000,21.492,0.0190639684,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5313944,0.0011556,-0.0499884189,1.17481567,0.0220817241,-9999.00000000,21.492,0.0190618477,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5314306,0.0011917,-0.0499885592,1.17089114,0.0220799190,-9999.00000000,21.499,0.0190597341,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5314667,0.0012278,-0.0499885226,1.16689545,0.0220781138,-9999.00000000,21.499,0.0190576277,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5315028,0.0012639,-0.0499889800,1.16282906,0.0220763087,-9999.00000000,21.499,0.0190555286,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5315389,0.0013000,-0.0499885928,1.15873320,0.0220745035,-9999.00000000,21.496,0.0190534369,0.0000000,0.0000000,3,0
12/12/2023 11:29:53 AM,1,9,0.5315750,0.0013361,-0.0499889556,1.15456870,0.0220726984,-9999.00000000,21.496,0.0190513527,0.0000000,0.0000000,3,0
12/12/2023 11:29:54 AM,1,9,0.5316111,0.0013722,-0.0499886171,1.15035717,0.0220708932,-9999.00000000,21.496,0.0190492762,0.0000000,0.0000000,3,0
12/12/2023 11:29:54 AM,1,9,0.5316472,0.0014083,-0.0499890105,1.14613335,0.0220690881,-9999.00000000,21.488,0.0190472072,0.0000000,0.0000000,3,0
12/12/2023 11:29:54 AM,1,9,0.5316833,0.0014444,-0.0499887422,1.14184517,0.0220672829,-9999.00000000,21.488,0.0190451460,0.0000000,0.0000000,3,0
12/12/2023 11:29:54 AM,1,9,0.5317194,0.0014806,-0.0499885775,1.13753653,0.0220654778,-9999.00000000,21.488,0.0190430926,0.0000000,0.0000000,3,0
12/12/2023 11:29:54 AM,1,9,0.5317556,0.0015167,-0.0499885592,1.13322842,0.0220636727,-9999.00000000,21.496,0.0190410469,0.0000000,0.0000000,3,0
12/12/2023 11:29:54 AM,1,9,0.5317917,0.0015528,-0.0499886995,1.12887787,0.0220618675,-9999.00000000,21.496,0.0190390092,0.0000000,0.0000000,3,0
12/12/2023 11:29:54 AM,1,9,0.5318278,0.0015889,-0.0499886049,1.12452639,0.0220600624,-9999.00000000,21.496,0.0190369792,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5318639,0.0016250,-0.0499886110,1.12018462,0.0220582572,-9999.00000000,21.498,0.0190349571,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5319000,0.0016611,-0.0499891020,1.11582093,0.0220564521,-9999.00000000,21.498,0.0190329429,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5319361,0.0016972,-0.0499886537,1.11146327,0.0220546469,-9999.00000000,21.498,0.0190309365,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5319722,0.0017333,-0.0499891386,1.10712073,0.0220528417,-9999.00000000,21.487,0.0190289380,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5320083,0.0017694,-0.0499887452,1.10278376,0.0220510366,-9999.00000000,21.487,0.0190269473,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5320444,0.0018056,-0.0499886354,1.09846451,0.0220492315,-9999.00000000,21.487,0.0190249644,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5320806,0.0018417,-0.0499886598,1.09416327,0.0220474263,-9999.00000000,21.497,0.0190229893,0.0000000,0.0000000,3,0
12/12/2023 11:29:55 AM,1,9,0.5321167,0.0018778,-0.0499886964,1.08989143,0.0220456212,-9999.00000000,21.497,0.0190210219,0.0000000,0.0000000,3,0
12/12/2023 11:29:56 AM,1,9,0.5321528,0.0019139,-0.0499890959,1.08563601,0.0220438160,-9999.00000000,21.497,0.0190190621,0.0000000,0.0000000,3,0
12/12/2023 11:29:56 AM,1,9,0.5321889,0.0019500,-0.0499886537,1.08140677,0.0220420109,-9999.00000000,21.495,0.0190171100,0.0000000,0.0000000,3,0
